house_id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
598,85,RL,72,9129,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,144,TA,TA,PConc,Gd,TA,Av,GLQ,923.0,Unf,0,0,923.0,GasA,TA,Y,SBrkr,1008,0,0,1008,1,0,1,0,1,1,Gd,4,Typ,1,Fa,Attchd,Fin,2,678,TA,TA,Y,201,66,0,0,0,0,MnPrv,0,7,2007,WD,Normal,153500
599,60,RL,75,7950,Pave,none,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140,TA,TA,CBlock,TA,TA,No,BLQ,535.0,Unf,0,155,690.0,GasA,TA,Y,SBrkr,698,728,0,1426,0,0,1,1,3,1,TA,6,Typ,0,none,Attchd,Fin,2,440,TA,TA,Y,252,0,0,0,0,0,MnPrv,0,7,2009,WD,Normal,159500
600,75,RL,60,6204,Pave,none,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,WdSdng,WdSdng,None,0,Gd,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0,795,795.0,GasA,TA,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,TA,10,Typ,0,none,Detchd,Unf,1,440,TA,Gd,Y,0,188,0,0,0,0,none,0,3,2006,WD,Normal,118500
601,50,RL,60,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,WdSdng,WdSdng,None,0,TA,Gd,PConc,TA,TA,No,Rec,329.0,Unf,0,697,1026.0,GasA,Ex,Y,SBrkr,1133,687,0,1820,1,0,2,0,4,1,TA,8,Typ,0,none,Detchd,Unf,1,240,TA,TA,N,0,100,0,0,0,0,GdPrv,0,6,2008,WD,Normal,184000
602,60,RL,59,11796,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,847,847.0,GasA,Ex,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,none,0,7,2007,WD,Normal,215000
603,70,C(all),0,6449,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,WdSdng,Stucco,None,0,TA,TA,CBlock,TA,TA,No,Rec,73.0,Unf,0,634,707.0,GasW,TA,N,SBrkr,942,942,0,1884,0,0,1,1,4,1,TA,7,Typ,0,none,none,none,0,0,none,none,N,0,0,239,0,0,0,none,0,3,2010,WD,Abnorml,93369
604,20,RL,85,14536,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0,316,1616.0,GasA,Ex,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,808,TA,TA,Y,0,252,0,0,0,0,none,0,11,2007,WD,Normal,270000
605,20,RL,0,15498,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,None,0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165.0,LwQ,400,0,1565.0,GasA,TA,Y,SBrkr,2898,0,0,2898,1,0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,Fin,2,665,TA,TA,Y,0,72,174,0,0,0,none,0,5,2008,COD,Abnorml,287000
606,80,RL,66,19255,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,WdSdng,WdSdng,BrkFace,100,Gd,TA,CBlock,Gd,TA,Av,Rec,70.0,GLQ,450,0,520.0,GasA,Gd,Y,SBrkr,1338,0,0,1338,0,0,1,1,2,1,Gd,5,Min2,1,Po,Attchd,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,none,600,9,2009,WD,Normal,156500
607,120,RL,0,3196,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0,1374,1374.0,GasA,Ex,Y,SBrkr,1557,0,0,1557,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2,420,TA,TA,Y,143,20,0,0,0,0,none,0,10,2006,WD,Normal,234000
608,30,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,656,656.0,GasA,TA,Y,SBrkr,968,0,0,968,0,0,2,0,4,1,TA,5,Typ,0,none,Detchd,Unf,1,216,Fa,Fa,Y,0,0,0,0,0,0,none,0,8,2007,WD,Normal,64500
609,20,RL,0,17871,Pave,none,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1680,1680.0,GasA,Gd,Y,SBrkr,1680,0,0,1680,0,0,2,0,4,1,Gd,7,Typ,0,none,Attchd,Unf,2,628,TA,TA,Y,152,0,0,0,0,0,none,0,6,2007,WD,Normal,170000
610,50,RL,60,7008,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0,448,448.0,GasA,Ex,Y,SBrkr,448,272,0,720,0,0,1,0,1,1,Fa,5,Typ,0,none,Attchd,Unf,1,280,Fa,TA,Y,0,0,70,0,0,0,none,0,3,2006,WD,Normal,86900
611,20,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,576,576.0,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,RFn,1,528,TA,TA,Y,0,0,0,0,115,0,none,0,8,2006,COD,Normal,105000
612,30,RL,67,8777,Pave,none,Reg,Lvl,AllPub,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,none,none,none,none,0.0,none,0,0,0.0,GasA,TA,N,SBrkr,640,0,0,640,0,0,1,0,2,1,TA,5,Min1,0,none,Detchd,Unf,1,240,TA,TA,N,0,0,0,0,0,0,none,0,4,2010,ConLD,Normal,84900
613,20,FV,84,10440,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,1414.0,Unf,0,54,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,1468,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,528,TA,TA,Y,0,102,0,0,216,0,none,0,5,2010,WD,Normal,271500
614,60,RL,0,7861,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,457.0,Unf,0,326,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,393,TA,TA,Y,100,75,0,0,0,0,none,0,6,2006,WD,Normal,183200
615,80,RL,59,9587,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0,201,856.0,GasA,Ex,Y,SBrkr,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,none,Attchd,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,none,0,7,2008,WD,Normal,190000
616,20,RL,61,7930,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,GLQ,439.0,LwQ,472,115,1026.0,GasA,Gd,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,none,Detchd,RFn,2,440,TA,TA,Y,171,48,0,0,0,0,none,0,7,2009,WD,Normal,156000
617,60,RL,0,12732,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,Mn,GLQ,560.0,LwQ,42,150,752.0,GasA,TA,Y,SBrkr,1285,782,0,2067,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,RFn,2,784,TA,TA,Y,297,40,0,0,0,0,none,0,6,2009,WD,Normal,206000
618,80,RL,80,9600,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0,528,528.0,GasA,Ex,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,none,0,8,2007,WD,Normal,187000
619,20,RL,80,9547,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,112,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1594,1594.0,GasA,Ex,Y,SBrkr,1594,0,0,1594,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2,472,TA,TA,Y,190,80,0,0,0,0,none,0,7,2007,WD,Normal,188500
620,20,RL,0,10750,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,WdSdng,WdSdng,BrkFace,634,Gd,TA,PConc,Gd,TA,Av,BLQ,236.0,GLQ,1526,262,2024.0,GasA,Ex,Y,SBrkr,2063,0,0,2063,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,Fin,3,815,TA,TA,Y,182,56,0,0,0,0,none,0,6,2009,WD,Normal,315000
621,20,RL,0,7500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2003,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,GLQ,574.0,Unf,0,466,1040.0,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,Gd,6,Typ,0,none,Attchd,RFn,1,286,TA,TA,Y,0,0,0,0,0,0,none,0,7,2007,WD,Normal,152000
622,20,RL,70,9170,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,GLQ,96,420,1214.0,GasA,Ex,Y,SBrkr,1214,0,0,1214,1,0,1,0,2,1,TA,6,Typ,0,none,Detchd,Unf,2,461,Fa,Fa,Y,0,0,184,0,0,0,GdPrv,400,4,2007,WD,Normal,140000
623,160,RM,42,3964,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,837.0,Unf,0,105,942.0,GasA,Gd,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,Fin,2,576,TA,TA,Y,728,20,0,0,0,0,GdPrv,0,6,2006,WD,Normal,151400
624,50,RM,51,6120,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3,5,1930,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Gd,TA,CBlock,TA,TA,No,Rec,347.0,Unf,0,381,728.0,GasA,Ex,Y,SBrkr,728,434,0,1162,1,0,1,0,3,1,TA,6,Typ,0,none,Detchd,Unf,1,258,Fa,Po,Y,0,24,0,0,0,0,none,0,11,2006,ConLI,Abnorml,75000
625,160,RM,21,1680,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,TA,TA,CBlock,TA,TA,No,BLQ,382.0,Unf,0,143,525.0,GasA,Gd,Y,SBrkr,525,567,0,1092,0,0,1,1,3,1,TA,6,Typ,0,none,Detchd,Unf,1,264,TA,TA,Y,352,0,0,0,0,0,GdPrv,0,10,2006,WD,Normal,108000
626,20,RL,81,13870,Pave,none,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,250,Ex,TA,PConc,Ex,TA,Gd,GLQ,1152.0,Unf,0,590,1742.0,GasA,Ex,Y,SBrkr,2042,0,0,2042,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,724,TA,TA,Y,240,52,0,0,174,0,none,0,10,2007,New,Partial,455000
627,90,RM,110,8472,Grvl,none,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,WdSdng,WdSdng,None,0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104.0,GLQ,712,0,816.0,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,none,CarPort,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,none,0,5,2010,WD,Normal,110000
628,50,RM,50,6000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,672.0,Unf,0,0,672.0,GasA,TA,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,TA,6,Typ,0,none,Detchd,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,none,0,7,2009,WD,Normal,128000
629,20,RL,65,9750,Pave,none,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,722.0,Unf,0,268,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,none,Detchd,Unf,2,528,TA,TA,Y,168,0,0,0,0,0,none,0,8,2008,WD,Normal,155000
630,60,FV,65,8125,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100,Gd,TA,PConc,Gd,TA,No,GLQ,812.0,Unf,0,280,1092.0,GasA,Ex,Y,SBrkr,1112,438,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,none,Attchd,Fin,2,438,TA,TA,Y,0,168,0,0,0,0,none,0,10,2009,WD,Normal,241000
631,50,RM,63,7628,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0,801,801.0,GasA,Gd,Y,FuseA,1095,561,0,1656,0,0,2,0,2,1,TA,8,Mod,0,none,Detchd,Unf,2,440,TA,TA,Y,187,0,0,0,0,0,none,0,5,2008,WD,Normal,119164
632,20,RL,74,10206,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,BrkCmn,None,0,TA,TA,Slab,none,none,none,none,0.0,none,0,0,0.0,GasW,Fa,N,FuseF,944,0,0,944,0,0,1,0,2,1,Fa,4,Min1,0,none,Detchd,Unf,2,528,TA,Fa,Y,0,0,0,0,0,0,none,0,7,2009,WD,Normal,82000
633,80,RL,0,14115,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225,TA,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,0,336,1372.0,GasA,TA,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,Unf,2,588,TA,TA,Y,233,48,0,0,0,0,none,0,6,2009,WD,Normal,187500
634,80,RL,0,9125,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,384,384.0,GasA,Gd,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,392,TA,TA,Y,100,25,0,0,0,0,none,0,7,2007,WD,Normal,163900
635,50,RL,60,12144,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,6,1950,1950,Gable,CompShg,BrkComm,WdSdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,455.0,Unf,0,455,910.0,GasA,Gd,Y,SBrkr,910,611,0,1521,0,0,1,1,3,1,Gd,6,Min2,0,none,Detchd,Unf,1,597,Fa,TA,Y,199,0,168,0,0,0,none,0,9,2006,WD,Normal,147500
636,30,RM,0,6291,Grvl,none,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,WdShng,None,0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0,768,768.0,GasA,TA,Y,SBrkr,768,0,0,768,0,0,1,0,1,1,TA,4,Typ,0,none,Detchd,Unf,2,440,TA,TA,N,0,0,84,0,0,0,none,0,7,2008,WD,Normal,93850
637,60,FV,0,8470,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,225.0,ALQ,276,471,972.0,GasA,Ex,Y,SBrkr,972,839,0,1811,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,565,TA,TA,Y,225,48,0,0,0,0,none,0,10,2009,WD,Normal,235000
638,50,RM,52,6240,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Fa,No,Rec,276.0,Unf,0,252,528.0,GasA,Gd,Y,SBrkr,548,492,0,1040,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,Fin,2,624,TA,TA,P,306,0,32,0,0,0,none,0,5,2010,WD,Normal,123900
639,20,RL,96,12444,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,426,Ex,TA,PConc,Ex,TA,Av,GLQ,1336.0,Unf,0,596,1932.0,GasA,Ex,Y,SBrkr,1932,0,0,1932,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,774,TA,TA,Y,0,66,0,304,0,0,none,0,11,2008,New,Partial,394617
640,20,RL,80,9650,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360,TA,TA,CBlock,Gd,TA,No,ALQ,686.0,Unf,0,664,1350.0,GasA,TA,Y,SBrkr,1334,0,0,1334,0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,RFn,2,630,TA,TA,Y,0,16,0,0,0,0,none,0,4,2009,WD,Normal,167900
641,20,FV,72,8640,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1402,1402.0,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,0,2,0,3,1,Gd,7,Typ,0,none,Attchd,RFn,2,625,TA,TA,Y,205,126,0,0,0,0,none,0,5,2009,WD,Normal,229800
642,20,RL,80,9250,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,480.0,LwQ,468,108,1056.0,GasA,TA,Y,SBrkr,1056,0,0,1056,0,1,1,0,3,1,TA,6,Typ,0,none,Attchd,Unf,1,260,TA,TA,Y,390,0,0,0,0,0,none,0,7,2007,WD,Normal,139400
643,20,RL,95,12350,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450,Ex,TA,PConc,Ex,TA,Av,GLQ,1232.0,Unf,0,788,2020.0,GasA,Ex,Y,SBrkr,2020,0,0,2020,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3,896,TA,TA,Y,192,98,0,0,0,0,none,0,5,2009,WD,Normal,404000
644,20,RL,43,3182,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1266,1266.0,GasA,Ex,Y,SBrkr,1266,0,0,1266,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,388,TA,TA,Y,100,16,0,0,0,0,none,0,3,2008,WD,Normal,159895
645,190,RM,76,7630,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,WdSdng,WdSdng,None,0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,Unf,0,360,360.0,GasA,Gd,Y,SBrkr,1032,780,0,1812,0,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,Unf,2,672,TA,TA,N,344,0,40,0,0,0,MnPrv,0,5,2010,WD,Normal,140000
646,60,RL,0,24682,Pave,none,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,841,841.0,GasA,Ex,Y,SBrkr,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,502,TA,TA,Y,0,103,0,0,0,0,none,0,6,2009,WD,Normal,181000
647,190,RH,0,7082,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,8,1916,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0,686,686.0,GasA,Gd,Y,SBrkr,948,980,0,1928,0,0,2,0,5,2,TA,10,Typ,0,none,none,none,0,0,none,none,N,0,0,228,0,0,0,none,0,7,2006,WD,Normal,160000
648,30,RL,50,9340,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,344.0,Unf,0,328,672.0,GasA,TA,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,none,Attchd,Unf,1,234,TA,TA,N,0,113,0,0,0,0,none,0,8,2009,WD,Normal,113000
649,20,RL,50,5175,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,150.0,ALQ,404,254,808.0,GasA,Ex,Y,SBrkr,808,0,0,808,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,Unf,1,308,TA,TA,N,143,0,0,0,0,0,none,0,7,2007,COD,Normal,112000
650,80,RL,0,11104,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,0,599,1427.0,GasA,Gd,Y,SBrkr,1427,0,0,1427,0,1,2,0,4,1,TA,7,Typ,0,none,Attchd,RFn,2,516,TA,TA,Y,0,0,0,0,216,0,none,0,5,2008,WD,Normal,183000
651,20,RL,80,10400,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,1304,1304.0,GasA,Gd,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,530,TA,TA,Y,98,0,0,0,0,0,MnPrv,0,5,2008,WD,Normal,174000
